trainability,stranger_directed_aggression,owner_directed_aggression,dog_directed_aggression,stranger_directed_fear,nonsocial_fear,dog_directed_fear,touch_sensitivity,separation_related,excitability,attachment,chasing,energy,cluster_gmm,gmm_max_proba
0.75,1.3333333333333333,0.0,3.0,0.5,1.1666666666666667,1.5,0.0,0.625,2.3333333333333335,2.5,3.6666666666666665,1.6666666666666667,1,0.9995177797255496
1.375,1.1666666666666667,0.0,2.0,0.25,1.1666666666666667,0.5,0.0,0.875,2.8333333333333335,2.3333333333333335,0.0,2.0,1,0.9994851946269605
1.125,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.25,0.8333333333333334,0.5,0.0,0.125,2.3333333333333335,1.8333333333333333,2.5,2.0,3,0.9971522376306262
1.625,1.1666666666666667,0.0,1.3333333333333333,1.75,0.1666666666666666,1.0,0.0,0.0,3.1666666666666665,1.6666666666666667,4.0,1.6666666666666667,1,0.9999440895645578
0.875,0.6666666666666666,0.1666666666666666,1.0,0.0,0.6666666666666666,0.0,1.3333333333333333,0.875,2.3333333333333335,4.0,0.0,2.0,4,0.999955712786989
1.0,1.0,0.1666666666666666,1.6666666666666667,0.75,0.6666666666666666,1.0,0.0,1.0,1.5,3.8333333333333335,1.5,2.0,3,0.9992183311729164
1.375,1.0,0.0,2.6666666666666665,2.75,0.3333333333333333,3.5,0.0,0.0,1.5,2.3333333333333335,4.0,1.3333333333333333,1,0.9999724946860848
1.125,1.1666666666666667,1.0,1.6666666666666667,1.0,2.0,2.0,1.6666666666666667,1.375,2.8333333333333335,3.8333333333333335,4.0,1.6666666666666667,5,0.9999009262994636
0.75,0.6666666666666666,0.0,3.3333333333333335,1.0,0.8333333333333334,2.0,0.3333333333333333,0.25,1.6666666666666667,2.3333333333333335,2.0,2.0,1,0.9999443339815305
1.625,0.8333333333333334,0.0,1.6666666666666667,3.75,1.3333333333333333,0.0,0.0,0.25,1.6666666666666667,3.1666666666666665,1.0,1.0,1,0.9999968446079484
