trainability,stranger_directed_aggression,owner_directed_aggression,dog_directed_aggression,stranger_directed_fear,nonsocial_fear,dog_directed_fear,touch_sensitivity,separation_related,excitability,attachment,chasing,energy,cluster_gmm,gmm_max_proba
1.7142857142857142,0.3333333333333333,0.1666666666666666,1.0,0.75,1.1666666666666667,1.0,0.0,1.0,2.8333333333333335,3.3333333333333335,3.6666666666666665,3.6666666666666665,3,0.9891253697428938
1.875,0.1666666666666666,0.0,2.0,0.0,2.1666666666666665,0.0,1.6666666666666667,0.625,1.5,1.8333333333333333,3.6666666666666665,2.0,1,0.628162721290422
0.875,0.0,0.0,1.3333333333333333,0.0,0.1666666666666666,0.0,1.0,0.3333333333333333,2.1666666666666665,2.8333333333333335,1.6666666666666667,2.3333333333333335,2,0.9999996751603429
1.25,1.3333333333333333,0.0,1.3333333333333333,0.5,0.3333333333333333,0.0,0.0,2.142857142857143,1.6666666666666667,2.5,1.0,1.0,1,0.9999424188297108
1.875,0.0,0.0,0.6666666666666666,0.0,0.2,0.0,0.0,0.25,1.5,2.3333333333333335,4.0,2.0,2,0.9999998033912358
1.2857142857142858,0.0,0.3333333333333333,2.0,2.5,0.8,1.5,1.6666666666666667,1.625,3.3333333333333335,4.0,0.0,1.3333333333333333,5,0.9907463303352942
1.625,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.5,0.125,1.0,2.8333333333333335,3.3333333333333335,2.3333333333333335,2,0.9999998073631654
1.625,0.1666666666666666,0.0,1.3333333333333333,0.0,0.1666666666666666,0.0,0.0,0.0,0.8333333333333334,1.6666666666666667,2.0,1.3333333333333333,4,0.7243327942441353
1.3333333333333333,0.0,0.0,1.3333333333333333,0.0,0.6666666666666666,0.0,0.5,0.0,1.5,2.0,1.5,1.3333333333333333,2,0.9999997452410887
1.625,0.0,0.3333333333333333,0.6666666666666666,0.25,1.4,0.0,2.0,0.875,1.4,2.5,2.6666666666666665,2.3333333333333335,0,0.9941439045023089
1.375,0.0,0.0,0.6666666666666666,0.0,1.8,0.0,1.5,0.25,1.6666666666666667,3.2,2.0,1.3333333333333333,2,0.9999983991656857
1.375,0.8333333333333334,0.0,0.6666666666666666,1.25,1.6666666666666667,0.5,2.0,0.7142857142857143,3.1666666666666665,2.3333333333333335,2.5,1.3333333333333333,1,0.9998580566992273
1.5,0.6666666666666666,0.1666666666666666,0.0,0.0,1.0,0.0,0.0,0.75,2.5,2.5,4.0,3.3333333333333335,4,0.9990056090443599
0.5,0.5,0.3333333333333333,0.3333333333333333,1.5,1.0,2.5,2.0,0.25,3.0,2.8333333333333335,2.5,2.3333333333333335,5,0.9897330649244668
2.125,1.1666666666666667,0.1666666666666666,0.0,2.5,1.6,0.5,0.0,2.0,1.3333333333333333,3.3333333333333335,3.5,1.6666666666666667,3,0.9040777780563234
1.625,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.875,1.8333333333333333,1.5,1.0,3.3333333333333335,2,0.9999996868438796
1.375,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.5,0.375,1.1666666666666667,2.3333333333333335,3.5,2.6666666666666665,2,0.9999998069991527
1.625,0.0,0.0,0.0,0.0,0.6666666666666666,1.5,0.0,0.875,2.6666666666666665,3.3333333333333335,2.5,3.3333333333333335,2,0.9999996566917803
1.0,0.0,0.1666666666666666,0.5,0.0,1.6666666666666667,0.0,0.0,1.0,2.6,3.0,4.0,3.3333333333333335,4,0.9988942866470429
1.25,0.0,0.0,2.3333333333333335,0.0,0.6666666666666666,4.0,0.0,0.375,2.1666666666666665,3.0,0.6666666666666666,1.6666666666666667,2,0.9999898757270393
1.375,0.6666666666666666,0.0,1.3333333333333333,0.75,1.0,0.5,0.3333333333333333,0.125,1.8333333333333333,2.5,4.0,2.3333333333333335,1,0.9995737942985362
0.6666666666666666,1.0,0.2,2.0,0.0,0.8,2.0,0.0,0.75,3.0,3.2,4.0,2.3333333333333335,4,0.9951410130571902
1.375,0.6666666666666666,0.0,1.6666666666666667,1.25,1.5,1.0,2.0,0.375,2.1666666666666665,2.5,0.0,1.6666666666666667,1,0.9997064876915767
1.375,1.0,0.0,2.0,0.6666666666666666,1.6666666666666667,0.0,1.0,1.0,2.25,3.1666666666666665,0.0,3.5,1,0.9998113895394091
2.375,2.1666666666666665,0.8333333333333334,3.3333333333333335,0.0,0.8,0.5,1.3333333333333333,1.375,2.5,2.3333333333333335,0.0,0.0,4,0.9982566696108585
1.5,0.3333333333333333,0.5,2.3333333333333335,0.0,1.5,0.5,0.0,0.75,0.8,2.0,4.0,2.0,4,0.9999126287069777
1.1428571428571428,0.0,1.25,0.0,0.75,0.1666666666666666,2.0,0.3333333333333333,1.5,2.6666666666666665,2.4,2.0,3.0,5,0.9979726424071137
1.1428571428571428,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.5,1.5,0.5,3.0,1.375,4.0,3.0,4.0,3.0,5,0.9999779529018579
2.25,0.6666666666666666,0.5,4.0,0.5,1.1666666666666667,3.5,1.3333333333333333,0.25,2.1666666666666665,3.0,2.0,1.6666666666666667,5,0.9059597628377687
1.125,1.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,2.1666666666666665,2.0,0.0,3.0,1,0.5167229979645931
1.7142857142857142,0.6666666666666666,0.0,2.0,0.0,1.3333333333333333,1.5,0.3333333333333333,0.5,2.3333333333333335,2.1666666666666665,4.0,1.3333333333333333,1,0.635466395752253
2.125,0.0,0.0,1.0,0.25,0.3333333333333333,4.0,2.3333333333333335,0.5,1.5,1.4,4.0,0.0,1,0.9993778771639211
2.5,1.4,0.3333333333333333,3.0,0.5,0.5,0.0,0.3333333333333333,0.25,2.8333333333333335,2.1666666666666665,1.3333333333333333,2.0,3,0.9987383286391865
2.0,1.8333333333333333,0.0,1.6666666666666667,3.25,1.4,1.5,2.0,0.375,3.1666666666666665,2.3333333333333335,4.0,1.3333333333333333,1,0.9967665311599835
2.125,0.0,0.8333333333333334,3.0,0.0,2.2,2.0,2.0,0.375,1.8333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,4,0.8664658879239324
2.0,1.0,0.3333333333333333,2.3333333333333335,1.25,0.1666666666666666,1.0,0.0,0.625,1.1666666666666667,1.3333333333333333,0.0,0.0,0,0.5547047319565457
0.875,1.25,0.0,4.0,0.0,1.1666666666666667,0.0,0.0,0.5,1.8333333333333333,1.6666666666666667,2.6666666666666665,2.0,4,0.5560687653986092
1.5,1.8333333333333333,0.1666666666666666,2.3333333333333335,2.75,1.5,0.0,2.0,1.5,2.0,2.5,2.0,1.6666666666666667,5,0.9999864753644564
1.8571428571428572,0.0,0.0,3.3333333333333335,0.0,0.5,0.0,1.0,0.5,1.3333333333333333,2.0,4.0,1.3333333333333333,2,0.9999984017542469
1.25,0.4,0.0,2.6666666666666665,0.0,1.0,0.0,0.0,0.625,1.3333333333333333,2.5,4.0,0.3333333333333333,4,0.7328333003593525
1.2857142857142858,0.1666666666666666,0.0,1.3333333333333333,0.0,2.8333333333333335,0.0,1.3333333333333333,0.8571428571428571,1.3333333333333333,2.6666666666666665,4.0,1.6666666666666667,1,0.8385388502577479
1.25,1.0,0.1666666666666666,1.3333333333333333,0.0,1.6666666666666667,0.0,0.0,0.375,2.6666666666666665,3.8333333333333335,4.0,3.0,4,0.9959186780225631
1.8571428571428572,0.3333333333333333,0.3333333333333333,2.0,2.25,2.2,0.5,3.0,0.75,1.5,2.5,1.6666666666666667,0.6666666666666666,0,0.9927561395344475
1.25,1.6666666666666667,0.0,2.0,2.75,1.1666666666666667,2.0,0.5,0.5,2.3333333333333335,2.3333333333333335,4.0,2.0,1,0.9994029216633983
1.2857142857142858,0.1666666666666666,0.3333333333333333,2.0,0.0,1.2,1.0,1.5,0.75,3.6666666666666665,2.8333333333333335,0.5,2.3333333333333335,4,0.9999541791613435
1.75,0.5,0.0,1.3333333333333333,0.25,1.8,0.5,1.0,0.875,2.2,1.5,3.0,2.0,1,0.9997042687439095
1.0,0.8333333333333334,0.0,1.3333333333333333,2.75,0.1666666666666666,1.5,1.5,1.25,1.8333333333333333,3.3333333333333335,2.6666666666666665,1.3333333333333333,1,0.9999518414680736
1.625,0.0,0.0,1.0,0.25,0.8333333333333334,0.0,2.0,0.5,0.8333333333333334,1.0,3.3333333333333335,0.0,1,0.9989250397158904
1.8571428571428572,1.0,0.0,2.0,0.5,1.1666666666666667,2.0,0.6666666666666666,1.125,1.6666666666666667,2.3333333333333335,1.3333333333333333,2.3333333333333335,1,0.9999485547972138
1.875,0.0,0.0,2.0,0.0,1.6666666666666667,1.0,0.0,0.375,1.8333333333333333,1.6666666666666667,3.3333333333333335,0.6666666666666666,2,0.9999983399852093
1.2857142857142858,0.3333333333333333,0.0,1.3333333333333333,0.0,0.4,0.0,0.0,0.75,2.1666666666666665,2.5,4.0,2.3333333333333335,4,0.8057167986754425
1.75,0.0,0.0,0.6666666666666666,1.5,2.5,2.0,0.0,0.75,1.0,1.6666666666666667,1.0,1.6666666666666667,1,0.9997676994264363
1.5,0.6666666666666666,0.5,2.0,1.5,1.3333333333333333,1.5,1.0,0.75,1.5,2.8,2.0,1.0,0,0.9325325111625792
0.875,0.0,0.0,1.3333333333333333,1.75,0.6666666666666666,0.0,0.0,0.5,1.1666666666666667,2.3333333333333335,4.0,2.6666666666666665,1,0.9999314032960211
1.375,0.6666666666666666,0.0,1.3333333333333333,1.0,2.0,0.0,0.0,1.375,1.0,2.0,4.0,0.3333333333333333,1,0.9999278215537147
1.25,0.8333333333333334,0.3333333333333333,0.6666666666666666,2.5,2.4,1.5,0.0,0.5714285714285714,2.6666666666666665,3.0,4.0,1.0,5,0.6737597997406586
0.8571428571428571,1.2,0.0,0.6666666666666666,0.0,2.0,0.0,0.0,0.0,3.3333333333333335,2.0,0.0,0.6666666666666666,1,0.7938759849411373
2.0,0.3333333333333333,0.0,0.6666666666666666,0.75,1.8333333333333333,0.0,0.6666666666666666,0.0,1.5,1.5,2.5,1.0,1,0.9990243081117122
1.2857142857142858,0.0,0.0,0.0,0.0,1.3333333333333333,0.5,0.0,0.0,1.5,2.4,0.0,2.3333333333333335,2,0.9999997524957558
1.25,0.0,0.0,1.3333333333333333,3.5,4.0,0.0,0.6666666666666666,1.375,2.3333333333333335,3.1666666666666665,1.5,1.0,1,0.9997167729266365
1.4285714285714286,0.0,0.0,0.0,2.25,2.6666666666666665,1.0,0.3333333333333333,0.0,2.5,3.3333333333333335,0.3333333333333333,2.3333333333333335,1,0.9999740341931127
1.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.3333333333333333,0.0,1.5,1.5,1.0,0.0,2,0.9999998753112351
1.625,0.0,0.1666666666666666,0.0,0.0,0.8333333333333334,0.5,1.0,0.25,1.5,2.0,3.0,2.6666666666666665,4,0.9999533615351345
1.375,0.1666666666666666,0.0,0.0,0.25,1.6666666666666667,1.5,0.3333333333333333,0.375,1.1666666666666667,3.1666666666666665,1.3333333333333333,3.0,1,0.9999217940368658
1.6666666666666667,0.1666666666666666,0.0,1.0,0.25,2.4,0.0,0.5,0.25,1.8333333333333333,1.8333333333333333,3.0,0.6666666666666666,1,0.9994781557661913
1.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.625,2.5,1.3333333333333333,2.3333333333333335,3.3333333333333335,2,0.9999997484950868
1.375,2.8333333333333335,2.0,2.3333333333333335,1.25,1.8333333333333333,0.5,1.5,0.625,3.1666666666666665,2.8333333333333335,0.6666666666666666,1.3333333333333333,5,1.0
1.375,1.0,0.2,2.3333333333333335,1.5,1.1666666666666667,1.5,0.0,0.5,2.8333333333333335,3.1666666666666665,2.5,1.6666666666666667,3,0.9246306947257278
1.5,0.8333333333333334,0.0,1.6666666666666667,0.0,1.5,2.0,1.0,2.0,1.1666666666666667,2.8333333333333335,2.0,2.0,1,0.9387315926215605
1.5,2.6666666666666665,0.3333333333333333,2.0,3.25,1.6666666666666667,3.0,1.6666666666666667,1.25,3.1666666666666665,2.3333333333333335,2.6666666666666665,1.6666666666666667,5,0.9999999991091642
1.5,2.3333333333333335,0.0,1.6666666666666667,3.5,1.3333333333333333,1.5,0.0,0.875,2.1666666666666665,2.3333333333333335,2.0,1.3333333333333333,1,0.9989639662733545
1.375,2.1666666666666665,0.1666666666666666,1.0,2.25,1.1666666666666667,0.0,0.0,0.0,1.8333333333333333,1.3333333333333333,2.3333333333333335,0.0,3,0.9965645130004741
1.75,2.0,0.3333333333333333,2.0,2.0,1.3333333333333333,2.0,3.5,0.125,2.0,1.6666666666666667,4.0,1.6666666666666667,5,0.9999882735306896
1.5,2.0,0.0,1.3333333333333333,3.75,1.1666666666666667,0.0,0.0,0.125,1.8333333333333333,2.3333333333333335,0.3333333333333333,1.3333333333333333,1,0.9999912589580394
1.375,1.8333333333333333,0.1666666666666666,3.0,0.0,0.8333333333333334,0.0,0.3333333333333333,0.125,1.3333333333333333,1.8333333333333333,2.0,0.6666666666666666,4,0.997284005338206
1.0,2.0,2.3333333333333335,0.6666666666666666,2.0,2.1666666666666665,1.0,2.6666666666666665,2.625,3.6666666666666665,3.8333333333333335,1.6666666666666667,2.6666666666666665,5,1.0
1.75,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.75,1.3333333333333333,0.5,0.0,1.25,3.0,2.5,0.6666666666666666,1.3333333333333333,3,0.9957035995778808
1.625,0.6666666666666666,0.8333333333333334,1.0,0.0,0.8333333333333334,0.0,0.0,0.5,2.5,3.1666666666666665,3.3333333333333335,2.6666666666666665,4,0.9999890990770871
1.75,1.6666666666666667,0.3333333333333333,2.3333333333333335,2.5,1.5,1.0,0.0,1.875,2.3333333333333335,2.6666666666666665,3.0,2.3333333333333335,5,0.821259313327613
1.75,1.3333333333333333,0.3333333333333333,2.6666666666666665,1.0,0.6666666666666666,0.0,0.6666666666666666,1.125,2.6666666666666665,3.0,0.6666666666666666,4.0,3,0.9874564361183773
1.625,1.0,0.0,1.0,2.0,1.6666666666666667,3.0,0.0,0.25,2.3333333333333335,1.3333333333333333,2.6666666666666665,2.0,1,0.9999889298781875
1.875,1.0,0.6666666666666666,2.0,1.0,1.3333333333333333,1.5,1.3333333333333333,1.125,1.6666666666666667,3.1666666666666665,1.3333333333333333,1.6666666666666667,0,0.8507690479190252
1.5,1.1666666666666667,0.0,1.3333333333333333,2.0,2.5,0.5,1.5,3.75,2.6666666666666665,3.0,1.3333333333333333,1.3333333333333333,1,0.9793214273093853
1.875,0.8333333333333334,1.8333333333333333,1.6666666666666667,1.75,0.5,2.0,1.0,2.875,3.0,2.6666666666666665,1.3333333333333333,2.0,5,0.9999999918400562
0.875,0.8333333333333334,1.0,2.6666666666666665,1.0,1.6666666666666667,3.5,0.5,1.375,2.8333333333333335,2.5,2.6666666666666665,2.6666666666666665,5,0.9999428588683683
1.0,1.0,0.0,2.0,2.75,2.6666666666666665,0.0,0.6666666666666666,2.25,2.6666666666666665,3.0,3.0,2.3333333333333335,1,0.995009421943013
1.375,0.6666666666666666,0.0,1.3333333333333333,1.0,1.1666666666666667,0.5,0.0,0.125,2.6666666666666665,2.5,3.0,1.0,1,0.9995307388063793
1.25,0.6666666666666666,0.0,0.3333333333333333,3.0,3.3333333333333335,0.5,2.0,0.0,2.5,2.8333333333333335,4.0,1.6666666666666667,1,0.9992454697815338
1.375,0.6666666666666666,0.3333333333333333,4.0,0.0,1.0,4.0,0.6666666666666666,1.5,3.0,3.1666666666666665,2.0,3.3333333333333335,5,0.9913324649814211
1.25,0.1666666666666666,0.0,2.0,0.5,0.8333333333333334,1.0,0.6666666666666666,0.875,2.0,0.8333333333333334,1.3333333333333333,1.0,1,0.999402836115918
1.5,0.1666666666666666,0.0,1.3333333333333333,0.25,1.1666666666666667,1.0,0.0,2.125,1.5,1.8333333333333333,2.3333333333333335,2.0,1,0.9999719656561851
2.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.75,1.5,0.5,3.0,0.375,0.6666666666666666,1.5,0.0,1.3333333333333333,0,0.9999992434724574
1.25,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.125,2.0,2.5,3.3333333333333335,2.0,2,0.9999998099710051
1.5,0.0,0.3333333333333333,3.0,0.0,1.5,1.5,1.0,0.625,3.5,2.0,3.0,2.0,4,0.9997483384661898
2.0,0.0,0.0,0.6666666666666666,3.5,1.8333333333333333,0.0,0.3333333333333333,0.375,2.6666666666666665,1.0,3.0,1.3333333333333333,1,0.999996842392897
1.375,0.0,0.0,1.3333333333333333,2.0,1.0,3.5,1.0,0.25,2.5,1.6666666666666667,0.6666666666666666,2.3333333333333335,1,0.9999831086869395
1.75,0.0,0.0,0.6666666666666666,2.5,2.0,1.0,0.5,0.0,1.6666666666666667,1.3333333333333333,3.5,1.3333333333333333,1,0.9999553346682806
2.25,1.1666666666666667,0.0,4.0,0.0,1.3333333333333333,0.0,1.0,1.4285714285714286,3.6666666666666665,3.0,3.0,2.3333333333333335,4,0.5266678883641005
2.25,0.0,0.0,3.3333333333333335,0.0,0.3333333333333333,4.0,0.6666666666666666,0.375,0.6666666666666666,1.8333333333333333,0.0,1.0,2,0.9999744211982303
1.2857142857142858,1.3333333333333333,0.3333333333333333,4.0,0.0,0.0,0.0,0.0,0.0,1.8,2.3333333333333335,4.0,2.6666666666666665,4,0.9992575095547229
1.5,1.1666666666666667,0.1666666666666666,3.0,2.0,0.8333333333333334,3.5,1.5,1.6666666666666667,2.1666666666666665,2.5,1.0,2.0,5,0.9997571647715108
1.375,1.0,1.0,2.3333333333333335,0.25,0.8333333333333334,0.0,0.0,0.375,1.8333333333333333,2.0,4.0,3.3333333333333335,5,0.9604987680062356
1.5,0.0,0.8333333333333334,3.6666666666666665,0.0,1.5,0.0,0.5,0.125,2.6666666666666665,2.6666666666666665,1.0,2.6666666666666665,4,0.9999791378958479
1.625,0.5,1.0,1.3333333333333333,0.25,0.8333333333333334,1.0,0.0,1.25,2.8333333333333335,2.8,3.5,1.6666666666666667,5,0.7742113378675164
1.75,1.3333333333333333,1.6666666666666667,2.0,2.0,2.8,2.0,0.6666666666666666,1.5,2.5,2.8333333333333335,2.6666666666666665,1.6666666666666667,5,0.9999979155597085
2.0,3.0,0.1666666666666666,1.0,0.0,2.3333333333333335,0.5,1.6666666666666667,0.5,2.0,3.0,2.5,1.6666666666666667,5,0.9754605334381313
1.0,2.4,1.3333333333333333,1.6666666666666667,1.0,1.0,1.0,2.0,1.5,3.3333333333333335,3.3333333333333335,2.0,3.0,5,0.9999999999998934
1.75,1.1666666666666667,0.0,4.0,1.0,0.8333333333333334,4.0,0.6666666666666666,0.0,1.0,3.0,3.0,0.0,1,0.9999822321858882
1.4,0.3333333333333333,0.0,2.0,1.0,0.8333333333333334,2.5,1.0,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1,0.9996585247607414
1.875,0.4,0.0,3.6666666666666665,0.6666666666666666,2.4,1.0,0.0,0.25,2.3333333333333335,1.6666666666666667,3.0,1.6666666666666667,1,0.9999079181132846
0.875,0.5,0.0,3.0,0.0,1.1666666666666667,0.0,0.6666666666666666,0.875,3.3333333333333335,2.8,2.6666666666666665,3.3333333333333335,4,0.8204530979815151
1.25,0.5,0.0,4.0,2.0,1.5,4.0,2.5,0.125,2.5,2.8333333333333335,3.0,0.3333333333333333,1,0.9876022704951527
1.75,1.5,0.5,1.3333333333333333,0.25,1.5,0.5,0.5,1.125,2.5,3.8,0.6666666666666666,2.0,3,0.9936619757430006
1.5,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.25,1.2,0.0,2.0,1.0,2.3333333333333335,2.2,2.6666666666666665,2.0,0,0.9690768725597132
1.75,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.0,0.8333333333333334,1.0,2.0,2.375,3.5,3.0,0.5,1.6666666666666667,4,0.9990535733025578
2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.25,3.3333333333333335,4.0,4.0,4.0,2,0.9999978057822924
1.625,2.0,0.2,1.3333333333333333,1.25,2.25,1.5,3.0,2.5,2.6,2.5,3.0,4.0,5,0.9999999999998401
1.25,2.3333333333333335,1.0,4.0,2.0,1.8,0.5,1.5,0.5,2.6666666666666665,3.3333333333333335,4.0,3.6666666666666665,5,0.9999999999201101
1.75,0.8333333333333334,1.2,1.3333333333333333,0.25,2.3333333333333335,1.5,0.5,1.375,2.6666666666666665,1.5,2.0,0.6666666666666666,0,0.9092380717186546
1.25,1.6666666666666667,2.6,3.3333333333333335,2.3333333333333335,1.3333333333333333,1.5,2.5,0.25,2.5,2.8333333333333335,3.0,2.3333333333333335,5,0.9999999999991331
1.4285714285714286,2.6666666666666665,1.2,4.0,0.75,0.3333333333333333,0.0,0.5,0.5,2.3333333333333335,3.5,3.5,1.3333333333333333,5,0.9999999999744631
2.3333333333333335,1.8,1.8,0.0,0.0,0.4,0.0,0.0,1.0,1.6,1.1666666666666667,2.0,1.3333333333333333,4,0.9999837480673035
1.625,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.25,2.0,0.5,3.0,0.875,1.3333333333333333,1.3333333333333333,0.0,0.3333333333333333,0,0.9998956518140465
1.75,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.0,1.3333333333333333,1.0,0.6666666666666666,0.5,2.1666666666666665,2.8,3.0,2.0,4,0.9997403893270026
1.625,2.5,0.6666666666666666,1.6666666666666667,3.0,2.5,2.5,0.0,0.25,3.3333333333333335,3.3333333333333335,3.0,2.6666666666666665,5,0.9999996690754515
1.625,0.1666666666666666,0.1666666666666666,2.5,0.0,0.8333333333333334,1.0,0.3333333333333333,1.375,1.8333333333333333,3.0,2.0,2.6666666666666665,4,0.999304442659921
2.25,1.6666666666666667,0.0,3.3333333333333335,0.5,2.5,0.0,2.5,1.0,1.5,2.3333333333333335,4.0,0.6666666666666666,1,0.9998135279478324
1.0,3.6666666666666665,0.0,3.0,1.0,2.3333333333333335,1.0,0.0,1.375,2.6666666666666665,1.3333333333333333,3.3333333333333335,3.0,1,0.6894777025518318
1.5,2.1666666666666665,0.0,3.0,3.75,1.0,2.5,1.0,1.8333333333333333,3.3333333333333335,3.1666666666666665,1.3333333333333333,2.3333333333333335,1,0.8758002486196355
1.375,2.4,0.0,2.0,3.3333333333333335,1.5,1.0,0.0,1.375,2.3333333333333335,3.0,4.0,3.0,1,0.9680641202068357
2.25,0.0,0.0,2.0,0.0,1.3333333333333333,0.0,0.5,0.0,1.3333333333333333,2.4,0.0,2.3333333333333335,2,0.9999989337813302
1.5,1.5,1.8333333333333333,1.3333333333333333,1.25,2.5,1.5,2.0,1.875,2.6666666666666665,2.5,2.5,3.0,5,0.9999999962953936
1.375,1.6666666666666667,1.0,1.3333333333333333,0.25,0.75,0.0,2.0,1.7142857142857142,3.2,2.6,4.0,3.6666666666666665,5,0.999999995210235
1.2857142857142858,0.6666666666666666,0.0,0.0,1.25,1.0,0.0,0.3333333333333333,0.0,2.8333333333333335,2.1666666666666665,4.0,0.0,1,0.9998897968834191
0.875,0.5,0.0,0.0,3.25,3.0,2.0,1.3333333333333333,0.125,1.8333333333333333,2.6666666666666665,0.0,1.0,1,0.9999938137076614
2.5,0.0,0.0,0.6666666666666666,1.25,2.3333333333333335,2.5,1.5,1.0,0.8,2.5,0.6666666666666666,0.6666666666666666,1,0.9983669857606453
1.5,0.0,0.0,0.0,1.5,0.6666666666666666,0.0,1.3333333333333333,0.625,2.4,2.8333333333333335,4.0,4.0,1,0.9999592928183082
0.6666666666666666,2.1666666666666665,0.1666666666666666,3.0,2.75,2.1666666666666665,1.5,0.0,1.25,3.1666666666666665,2.6,3.0,1.0,5,0.9964789599832555
1.1428571428571428,2.1666666666666665,0.4,0.3333333333333333,0.5,1.0,0.0,0.6666666666666666,0.125,2.8333333333333335,2.6666666666666665,1.5,3.3333333333333335,3,0.9779239018685661
1.625,1.6666666666666667,2.8333333333333335,1.3333333333333333,2.0,1.5,4.0,2.0,1.625,3.8333333333333335,3.1666666666666665,0.0,1.0,5,0.9999999999999716
1.0,0.3333333333333333,0.1666666666666666,1.6666666666666667,0.0,1.1666666666666667,1.0,0.0,0.25,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.3333333333333333,4,0.9996106038818053
1.5,0.0,0.3333333333333333,0.6666666666666666,3.5,2.6666666666666665,1.0,0.6666666666666666,1.875,2.1666666666666665,2.3333333333333335,3.3333333333333335,2.0,5,0.995712411436838
1.25,0.0,0.1666666666666666,2.3333333333333335,0.0,0.3333333333333333,0.5,0.0,3.625,2.0,2.3333333333333335,3.0,2.3333333333333335,4,0.9991733949536352
0.875,1.6666666666666667,0.1666666666666666,4.0,0.5,2.3333333333333335,1.0,0.0,0.375,2.0,3.6,4.0,2.0,3,0.6210196597467855
0.875,1.0,0.5,1.6666666666666667,2.25,1.1666666666666667,2.0,0.0,0.375,2.5,2.3333333333333335,2.0,1.3333333333333333,3,0.5424448972157254
1.4285714285714286,3.4,0.0,0.0,4.0,0.6666666666666666,3.0,2.0,0.125,1.5,1.0,2.6666666666666665,0.0,1,0.99977505234321
1.75,2.0,1.1666666666666667,1.6666666666666667,1.0,0.5,0.0,0.0,0.125,1.8333333333333333,2.8333333333333335,4.0,2.0,5,0.9999927422069365
1.25,1.5,0.0,2.0,0.25,0.6666666666666666,2.0,1.0,3.75,3.0,3.1666666666666665,0.6666666666666666,2.0,1,0.9878014607514979
1.625,2.1666666666666665,0.3333333333333333,1.0,1.0,1.8333333333333333,1.0,0.0,0.875,2.1666666666666665,3.5,0.5,1.6666666666666667,3,0.9885230327420603
1.5,1.6666666666666667,0.0,2.0,2.25,1.0,1.5,0.0,0.0,2.8333333333333335,3.1666666666666665,3.3333333333333335,2.0,1,0.9989242027047154
1.5,1.5,0.0,2.0,2.25,0.3333333333333333,1.5,0.0,0.0,0.3333333333333333,1.6666666666666667,1.5,0.0,1,0.999999305554137
1.375,1.0,0.0,0.6666666666666666,1.25,1.3333333333333333,0.0,0.0,0.0,1.8333333333333333,0.0,0.0,0.0,1,0.9999622933708926
1.375,1.8333333333333333,0.0,1.3333333333333333,1.5,2.3333333333333335,2.5,1.5,0.625,3.0,1.6666666666666667,2.5,3.3333333333333335,1,0.9982171864337533
2.125,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,1.3333333333333333,0.0,4,0.5455787869677583
1.5,1.0,0.3333333333333333,2.6666666666666665,0.0,0.3333333333333333,0.0,0.3333333333333333,0.125,0.8333333333333334,1.0,2.5,0.3333333333333333,4,0.9999341146079586
1.25,1.5,0.6666666666666666,2.3333333333333335,1.0,0.1666666666666666,2.5,0.0,0.875,3.6666666666666665,3.3333333333333335,4.0,2.6666666666666665,5,0.9993254452869016
1.375,0.6666666666666666,0.1666666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,0.125,1.0,1.0,2.3333333333333335,2.3333333333333335,4,0.9999678030511054
1.75,1.1666666666666667,0.0,0.6666666666666666,2.5,0.0,1.0,2.0,1.125,1.8333333333333333,2.8333333333333335,3.3333333333333335,1.3333333333333333,1,0.9999510635025446
1.0,1.1666666666666667,0.0,1.3333333333333333,0.75,0.3333333333333333,1.0,0.6666666666666666,1.0,2.1666666666666665,2.5,4.0,3.3333333333333335,1,0.9994769877806683
1.375,1.0,0.0,2.3333333333333335,0.0,0.0,0.0,1.3333333333333333,0.0,2.5,2.0,0.0,1.0,1,0.5585399104607008
1.625,1.0,0.1666666666666666,0.3333333333333333,1.75,1.0,0.0,0.0,0.5,2.0,2.3333333333333335,0.5,2.0,3,0.9924769028019651
1.5,1.5,0.1666666666666666,2.0,2.0,2.6666666666666665,1.0,1.5,1.25,1.3333333333333333,3.3333333333333335,3.6666666666666665,1.0,5,0.9937400587670765
